domain,flow,confirmed,evidence,login_url,final_url
utix.io,none,,,https://utix.io/login,https://utix.io/login
uzleuven.com,none,,ERR:hang,,
variational.io,none,,ERR:hang,,
veda.tech,none,,ERR:hang,,
velodrome.finance,none,,ERR:hang,,
verily.com,none,,,https://verily.com/login,https://verily.com/login
vesper.finance,none,,ERR:hang,,
vestr.com,none,,ERR:hang,,
vesu.xyz,none,,,https://vesu.xyz/login,https://vesu.xyz/lite/markets
vk.com,none,,ERR:hang,,
vkpay.com,none,,ERR:hang,,
volkswagen.com,none,,ERR:hang,,
volo.com,none,,,https://volo.com/login,https://volo.com/login
volosui.com,none,,ERR:hang,,
walrus.com,none,,,https://walrus.com/login,https://www.walrus.com/login
weex.com,none,,ERR:hang,,
weweave.net,none,,,https://weweave.net/login,https://weweave.net/login
whitebit.com,jwt,yes,gis_credential,https://whitebit.com/login,https://whitebit.com/login
wildberries.ru,none,,,https://wildberries.ru/login,https://www.wildberries.ru/login
wisdomtree.com,none,,ERR:hang,,
wizz.com,none,,,,
wormhole.com,none,,ERR:hang,,
xoxno.com,none,,,https://xoxno.com/login,https://xoxno.com/login
xt.com,none,,,https://xt.com/login,https://www.xt.com/en/login
xter.io,none,,ERR:hang,,
xxai.com,none,,,https://xxai.com/login,https://xxai.com/login
yacht.com,none,,,https://yacht.com/login,https://www.yacht.com/wp-login.php
yearn.fi,none,,,https://yearn.fi/login,https://yearn.fi/
yearn.finance,none,,,https://yearn.finance/login,https://yearn.fi/
yelay.io,none,,,,
yo.xyz,none,,,https://yo.xyz/login,https://www.yo.xyz/login
yoomoney.ru,none,,,https://yoomoney.ru/login,https://yoomoney.ru/login
yuga.com,none,,ERR:hang,,
zabbix.com,none,,ERR:hang,,
zadara.com,none,,ERR:hang,,
zecible.com,none,,ERR:hang,,
zerion.io,none,,ERR:hang,,
zestprotocol.com,none,,ERR:hang,,
zetachain.com,none,,,https://zetachain.com/login,https://www.zetachain.com/login
zksync.io,none,,,https://zksync.io/login,https://www.zksync.io/login
zofai.io,none,,,https://zofai.io/login,https://www.zofai.io/login
zoomex.com,jwt,yes,response_type=id_token,https://zoomex.com/login,https://www.zoomex.com/en/login
zynk.com,none,,,https://zynk.com/login,https://zynk.com/login
